TradingDate,AAPL,MSFT
2021-01-05,0.012284425903429052,0.0009606381091578032
2021-01-06,-0.0342447178840749,-0.026274988187688912
2021-01-07,0.033550368494332426,0.028056057366242844
2021-01-08,0.008590617681590163,0.006070754754724655
2021-01-11,-0.02352685658948146,-0.009749479137869214
2021-01-12,-0.0014001113405493057,-0.01184405016965637
2021-01-13,0.016092890704803065,0.006535279054387577
2021-01-14,-0.015246360777185863,-0.015468757615695277
2021-01-15,-0.013829216375322088,-0.0017420077439486154
2021-01-19,0.0054088432430961265,0.01766217964632048
2021-01-20,0.03232434188260791,0.03584581401397135
2021-01-21,0.03599922612889059,0.002801127161155822
2021-01-22,0.015942658664169815,0.004343501272706432
2021-01-25,0.027304455061514816,0.015716829451406882
2021-01-26,0.0016746781394415319,0.01212186027215183
2021-01-27,-0.007716556931335694,0.002447227499924108
2021-01-28,-0.03561463689963279,0.025558667334366222
2021-01-29,-0.038141575865206036,-0.02960845677197715
2021-02-01,0.016382009708035716,0.032611407994225794
2021-02-02,0.006313496345969981,-0.0005875305760599042
2021-02-03,-0.007811937742006185,0.014463099104618819
2021-02-04,0.025428483850778137,-0.004085570326730421
2021-02-05,-0.004599206767930923,0.0007816088988245009
2021-02-08,0.0010934330967863862,0.001111382487683064
2021-02-09,-0.006598537804177218,0.005343991806358231
2021-02-10,-0.004572084540817124,-0.003907904281330974
2021-02-11,-0.001925399060199335,0.006850805564002419
2021-02-12,0.0017713175445255905,0.00203981049900653
2021-02-16,-0.016238264587930287,-0.005282607357201556
2021-02-17,-0.01780465214593061,0.002046426442269187
2021-02-18,-0.00867679109537924,-0.0016831404756758733
2021-02-19,0.0012299829916394397,-0.011637532342073362
2021-02-22,-0.030254820948298688,-0.027176991291839703
2021-02-23,-0.001114506630468207,-0.00530442771766178
2021-02-24,-0.004063131272262911,0.005469426036224592
2021-02-25,-0.03540470482869373,-0.023993228073756152
2021-02-26,0.0022263253124205633,0.01469285049844932
2021-03-01,0.05244851319924953,0.019430203994119554
2021-03-02,-0.021117792601388793,-0.013044316880412288
2021-03-03,-0.02476332745842989,-0.027354243319309624
2021-03-04,-0.015941015160842936,-0.0036568354216732733
2021-03-05,0.010678342191226509,0.021249085682511177
2021-03-08,-0.04256955385306488,-0.01834791850091805
2021-03-09,0.03980116690768632,0.027711119426146694
2021-03-10,-0.009170493865295693,-0.005837200162674381
2021-03-11,0.016365282117329134,0.020059656385512915
2021-03-12,-0.007657451147319345,-0.005839370222229092
2021-03-15,0.024159690663460413,-0.003998022806488157
2021-03-16,0.012659677031344081,0.012271989054530853
2021-03-17,-0.006474258039047681,-0.002825317829633236
2021-03-18,-0.03449598491712811,-0.02702682694650324
2021-03-19,-0.004493056401732483,-0.0016077404924361145
2021-03-22,0.027938887156367095,0.024186762086794454
2021-03-23,-0.0069153413907116785,0.006712199837117579
2021-03-24,-0.020198823402694323,-0.00896613898912059
2021-03-25,0.0041521226651315395,-0.013342009342499775
2021-03-26,0.00512543858914153,0.01765904389673037
2021-03-29,0.001481146649513918,-0.00526014594585947
2021-03-30,-0.012353218654021423,-0.01451843653206325
2021-03-31,0.018589354717900058,0.016763761756342584
2021-04-01,0.006931779890890229,0.02752343096741387
2021-04-05,0.0233008079001063,0.027348241385449463
2021-04-06,0.0024564674424599315,-0.0048726885956617005
2021-04-07,0.013298744536480132,0.008193989426400712
2021-04-08,0.019048367606786024,0.013313527510108333
2021-04-09,0.020008901782981255,0.0102114143445302
2021-04-12,-0.013286603214996617,0.0002317071381004501
2021-04-13,0.024013131595482694,0.010028410535918304
2021-04-14,-0.018017225752829456,-0.011285188151095176
2021-04-15,0.01853225177300624,0.015179326720807863
2021-04-16,-0.002533859304718158,0.004764261850911639
2021-04-19,0.005052995073128729,-0.007702823522654597
2021-04-20,-0.01291581408470986,-0.0018596448490281676
2021-04-21,0.002922846003598458,0.008940308578502162
2021-04-22,-0.011756981823357207,-0.01317534873866055
2021-04-23,0.017874961196782797,0.015354832290627193
2021-04-26,0.0029707599469535853,0.001527737156534697
2021-04-27,-0.002455307712821674,0.0016017457938427562
2021-04-28,-0.00604824903926045,-0.02869620657654164
2021-04-29,-0.0007512763666977502,-0.00808809365026327
2021-04-30,-0.015251015174727066,-0.0013097177734981609
2021-05-03,0.008179482872269649,-0.0012721216197609307
2021-05-04,-0.036029165875266146,-0.016294145274430172
2021-05-05,0.0019511262131119156,-0.005343711985757726
2021-05-06,0.012718857929839976,0.013137671067346627
2021-05-07,0.0036137030033467246,0.010870105130332689
2021-05-10,-0.02614562664772716,-0.021138385115507183
2021-05-11,-0.007440300984062611,-0.0038531386342664747
2021-05-12,-0.025257060773241545,-0.029804887500574244
2021-05-13,0.01775864135256282,0.016718959626617996
2021-05-14,0.01964804137205133,0.020846128570559234
2021-05-17,-0.00930404032391646,-0.012043148318982575
2021-05-18,-0.011311835677187685,-0.008604408352074589
2021-05-19,-0.001284740669668395,0.00016216038900213598
2021-05-20,0.020792019112678212,0.013723324727493873
2021-05-21,-0.014879603989351583,-0.005331387766772333
2021-05-24,0.013223963206444016,0.022621832335989887
2021-05-25,-0.001577184427447242,0.0037389169439600305
2021-05-26,-0.0003964696274321048,-0.000916512293238096
2021-05-27,-0.012456434755178797,-0.008708506230741339
2021-05-28,-0.005364356414700892,0.0014810117960244664
2021-06-01,-0.0026541563823104697,-0.009176018956517476
2021-06-02,0.006254156661924185,-0.0004066663833979676
2021-06-03,-0.012231012823779704,-0.006452576740142197
2021-06-04,0.018841138558033873,0.020461575863556163
2021-06-07,7.705031975265456e-05,0.011967639099387617
2021-06-08,0.006647421892688376,-0.004899898542013744
2021-06-09,0.003070060114279328,0.0040279706388828265
2021-06-10,-0.008058023946628882,0.014288330705335398
2021-06-11,0.009782278505302005,0.0025212551976135263
2021-06-14,0.0242783759349114,0.007722946201120615
2021-06-15,-0.006460960991792772,-0.005906884358267509
2021-06-16,0.003923872214847008,-0.0038027500511341595
